Issue code,Issue name,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"054450","Telechips","Blue chip company","12500","-190","-1.50","12690","12740","12450","60419","757256115","189302912500","15144233"
"032860","The Lamy","Enterprise of middle standing","1236","-11","-0.88","1247","1256","1229","42729","52926348","49929286668","40395863"
"043090","The Technology","More significant investment(none market division)","380","0","0.00","0","0","0","0","0","4718944500","12418275"
"084730","Thinkware","Blue chip company","8670","70","0.81","8680","8730","8590","19847","171521340","96318706080","11109424"
"208640","Thumbage","Enterprise of middle standing","622","-103","-14.21","690","737","592","34539002","23531143055","86607437988","139240254"
"219130","TigerElec","Enterprise of middle standing","18220","-260","-1.41","18300","18340","17830","26806","483650950","115046363800","6314290"
"321550","TiumBio","New growth company","4750","90","1.93","4870","4870","4610","18728","87459470","128744517750","27104109"
"199800","ToolGen","New growth company","31100","1300","4.36","29950","32200","29950","42204","1315716975","266917460500","8582555"
"336680","Top Run Total Solution","Enterprise of middle standing","4250","-30","-0.70","4340","4350","4180","393611","1679906308","166368621500","39145558"
"134580","Topco Media","Enterprise of middle standing","2150","322","17.61","1870","2375","1828","15887305","35302548115","105982420350","49294149"
"081150","Tplex","Blue chip company","3410","-10","-0.29","3415","3430","3380","110061","374062430","82755250820","24268402"
"069330","U.I.DISPLAY","Venture business","1170","7","0.60","1153","1178","1153","48952","57284557","16603576470","14191091"
"221800","U2BIO","New growth company","3125","25","0.81","3100","3145","3095","28037","87089030","35272487500","11287196"
"032620","UBCARE","Enterprise of middle standing","4105","55","1.36","4055","4155","4055","287642","1183870527","214269255595","52197139"
"084440","UBION","New growth company","1190","14","1.19","1160","1235","1159","68486","80533861","23458232000","19712800"
"089850","UBIVELOX","Blue chip company","6130","60","0.99","6080","6200","6080","55687","341758660","90296119870","14730199"
"389680","UDMTEK","New growth company","570","-1","-0.18","571","581","560","232836","132044812","23707705050","41592465"
"049520","UIL","Blue chip company","3365","-30","-0.88","3390","3390","3135","313628","1046162825","108512514460","32247404"
"065680","UJU","Blue chip company","42100","1350","3.31","40500","42750","40100","22667","944309400","389023829100","9240471"
"011320","UNICK","Blue chip company","3790","5","0.13","3745","3810","3735","25843","97372610","73225434050","19320695"
"080720","UNION KOREA PHARM","Issues for administration(none market division)","2725","0","0.00","0","0","0","0","0","21562456300","7912828"
"203450","UNION biometrics","Venture business","3265","-110","-3.26","3400","3400","3265","63547","209507770","45967957855","14079007"
"036200","UNISEM","Blue chip company","8410","-90","-1.06","8510","8570","8330","795112","6681930120","257886115430","30664223"
"018000","UNISON","Enterprise of middle standing","1211","-5","-0.41","1217","1230","1200","608252","740329920","206733216543","170712813"
"241690","UNITEKNO","Blue chip company","3145","0","0.00","3120","3185","3105","95927","300030090","76960370370","24470706"
"088340","URACLE","Venture business","16830","-120","-0.71","16910","17140","16660","56764","954818080","73346284440","4358068"
"263770","UST","Blue chip company","2320","20","0.87","2340","2340","2275","26124","59831000","54984399040","23700172"
"179900","UTI","Venture business","21850","-150","-0.68","22500","22700","21550","43271","953024350","419577989900","19202654"
"264450","Ubiquoss","Blue chip company","8900","80","0.91","8850","9020","8790","28234","251576215","132773608700","14918383"
"078070","Ubiquoss Holdings","Enterprise of middle standing","10000","-70","-0.70","10090","10090","9940","8944","89478380","176047720000","17604772"
"086390","UniTest","Enterprise of middle standing","12800","-60","-0.47","12770","12870","12620","65328","833020345","270516812800","21134126"
"142210","Unitrontech","Blue chip company","5890","-100","-1.67","6000","6040","5840","176106","1039611980","113359481880","19246092"
"251630","V-ONE TECH","Venture business","5160","-200","-3.73","5290","5320","5140","207412","1080844390","82265291760","15942886"
"301300","VAIV company","New growth company","4820","20","0.42","4835","4895","4770","17280","83365335","63405711840","13154712"
"331520","VALOFE","Enterprise of middle standing","601","0","0.00","599","605","592","127981","76319118","30569498390","50864390"
"043150","VATECH","Blue chip company","22950","350","1.55","22550","22950","22500","23731","539587875","340905175200","14854256"
"365900","VC","Venture business","3480","-50","-1.42","3490","3560","3480","4583","16076235","25439844000","7310300"
"457600","VECT","Venture business","3180","-55","-1.70","3285","3285","3160","33176","105980265","43589850000","13707500"
"065450","VICTEK","Venture business","3905","-30","-0.76","3935","3975","3880","273933","1077688235","111889184000","28652800"
"126340","VINATECH","Venture business","32650","3300","11.24","29150","33650","29150","232815","7406756900","208060100700","6372438"
"335890","VIOL","Venture business","12500","0","0.00","12500","12510","12500","18736","234211590","730239062500","58419125"
"438700","VIRNECT","New growth company","4665","5","0.11","4560","4715","4560","35924","166267082","51990911850","11144890"
"072950","VISSEM","Venture business","5390","-50","-0.92","5450","5540","5310","88444","478511775","43403567900","8052610"
"082920","VITCELL","Blue chip company","30850","-650","-2.06","31750","31800","30450","96910","3008676000","705607771050","22872213"
"082800","VIVOZON PHARMACEUTICAL","Enterprise of middle standing","7160","-350","-4.66","7460","7490","7000","209960","1529353840","358749408560","50104666"
"089970","VM","Blue chip company","11490","-250","-2.13","11750","11940","11490","48901","566903675","276628586550","24075595"
"310210","VRNI","New growth company","122700","500","0.41","122400","123500","119000","61952","7547122700","2256627356700","18391421"
"018290","VT","Blue chip company","37950","1600","4.40","36500","38350","36000","646077","24344765250","1358534365650","35798007"
"338220","VUNO","New growth company","20050","550","2.82","20350","21200","20000","225130","4637692600","280736551150","14001823"
"323990","Vaxcell-Bio","New growth company","9420","70","0.75","9420","9550","9340","48013","453542940","219084189900","23257345"
"019010","VenueG","Enterprise of middle standing","2335","-10","-0.43","2345","2345","2300","11534","26764505","112547000000","48200000"
"094850","Very Good Tour","Venture business","7010","-80","-1.13","7090","7120","6950","123626","866073500","98140000000","14000000"
"177350","Vessel","Venture business","986","0","0.00","986","994","978","40163","39507195","19378614262","19653767"
"308080","ViGenCell","New growth company","3585","-35","-0.97","3575","3635","3540","48769","174705164","73310023500","20449100"
"141000","Viatron","Venture business","8270","-580","-6.55","8870","8890","8260","113958","970600865","100188651700","12114710"
"121800","Vidente","Issues for administration(none market division)","3320","0","0.00","0","0","0","0","0","256309348520","77201611"
"100120","Vieworks","Blue chip company","21250","-100","-0.47","21250","21500","21050","12119","256913100","207187500000","9750000"
"042370","Vitzro Tech","Blue chip company","8280","-140","-1.66","8390","8420","8280","57473","478926055","216936207000","26200025"
"054220","VitzroSys","Venture business","384","1","0.26","383","389","367","185800","70196273","23021983104","59953081"
"215360","W.I.C","Blue chip company","8970","60","0.67","8920","9010","8870","13651","122288400","81915502110","9132163"
"072470","W.I.H.C","Enterprise of middle standing","3210","-30","-0.93","3215","3285","3165","15629","50521409","60628364610","18887341"
"196700","WAPS","Venture business","1390","25","1.83","1365","1480","1352","193335","271980801","19966160160","14364144"
"079000","WATOS COREA","Enterprise of middle standing","5410","-30","-0.55","5440","5440","5400","6888","37278110","38952000000","7200000"
"095270","WAVE ELECTRO","Venture business","4385","-45","-1.02","4380","4570","4350","13808","60699460","65648957560","14971256"
"393890","WCP","New growth company","8280","80","0.98","8180","8660","8180","357947","3013667480","280221232320","33843144"
"403490","WDG Farm","Venture business","1690","-20","-1.17","1709","1722","1672","380985","643634183","76409064160","45212464"
"076080","WELCRON HANTEC","Enterprise of middle standing","1669","-11","-0.65","1677","1680","1650","37407","62306095","37709646364","22594156"
"043590","WELKEEPS HITECH","Enterprise of middle standing","669","0","0.00","670","678","662","41697","27829068","18154493778","27136762"
"101970","WHC","Enterprise of middle standing","15500","760","5.16","15140","15950","14360","36315","540220325","225489489500","14547709"
"104830","WIMCO","Blue chip company","24900","50","0.20","24950","26000","24750","303519","7699992550","313939200000","12608000"
"900340","WING YIP FOOD","Foreign company(none market division)","1160","3","0.26","1179","1179","1160","65284","76148641","58383876480","50330928"
"335870","WINGS FOOT","Enterprise of middle standing","1921","68","3.67","1835","1970","1835","15703","30139932","32177658633","16750473"
"377460","WINIA AID","More significant investment(none market division)","4080","0","0.00","0","0","0","0","0","253187202960","62055687"
"044340","WINIX","Enterprise of middle standing","6600","40","0.61","6530","6720","6450","8993","59246075","117964605000","17873425"
"136540","WINS Technet","Blue chip company","12660","80","0.64","12560","12790","12450","18460","231063055","155461584360","12279746"
"065370","WISE iTech","Venture business","7030","-30","-0.42","7000","7130","6980","36689","257455580","51909196620","7383954"
"096250","WISEnut","New growth company","13520","120","0.90","13570","13570","13370","15986","214925610","177065166720","13096536"
"348350","WITHTECH","Blue chip company","9520","-240","-2.46","9760","9850","9520","38026","364985105","96947872000","10183600"
"459100","WITS","Enterprise of middle standing","7030","30","0.43","6950","7040","6890","31735","221150690","88381160000","12572000"
"038620","WIZ","Venture business","606","1","0.17","609","609","603","190922","115862986","45892055790","75729465"
"036090","WIZIT","Enterprise of middle standing","724","15","2.12","718","729","718","304990","221091610","85716013616","118392284"
"014190","WONIK CUBE Corp.","Blue chip company","1490","4","0.27","1484","1495","1480","97753","145476104","52745859940","35399906"
"030530","WONIK HOLDINGS","Enterprise of middle standing","6200","-80","-1.27","6240","6270","6160","392691","2437788945","478875482200","77237981"
"240810","WONIK IPS","Blue chip company","42550","1650","4.03","40050","42550","39000","1043406","43237125975","2088519987550","49083901"
"217820","WONIK PNE","Enterprise of middle standing","3125","-265","-7.82","3390","3410","3120","509430","1632714342","148295496875","47454559"
"074600","WONIK QnC","Blue chip company","18380","20","0.11","18410","18600","18210","168106","3092527125","483173440000","26288000"
"136150","WONILTNI","Venture business","21600","400","1.89","21050","21750","21000","50273","1071159475","181030248000","8381030"
